$CPC, Daily
      Date,       Open,       High,        Low,      Close,        Volume 
01/25/1996,     0.8300,     0.8300,     0.8300,     0.8300,             0 
01/26/1996,     0.7800,     0.7800,     0.7800,     0.7800,             0 
01/29/1996,     0.7000,     0.7000,     0.7000,     0.7000,             0 
01/30/1996,     0.7100,     0.7100,     0.7100,     0.7100,             0 
01/31/1996,     0.7700,     0.7700,     0.7700,     0.7700,             0 
02/01/1996,     0.9200,     0.9200,     0.9200,     0.9200,             0 
02/02/1996,     0.8100,     0.8100,     0.8100,     0.8100,             0 
02/05/1996,     0.9000,     0.9000,     0.9000,     0.9000,             0 
02/06/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
02/07/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
02/08/1996,     0.7500,     0.7500,     0.7500,     0.7500,             0 
02/09/1996,     0.9300,     0.9300,     0.9300,     0.9300,             0 
02/12/1996,     0.9300,     0.9300,     0.9300,     0.9300,             0 
02/13/1996,     0.8600,     0.8600,     0.8600,     0.8600,             0 
02/14/1996,     0.8400,     0.8400,     0.8400,     0.8400,             0 
02/15/1996,     0.9100,     0.9100,     0.9100,     0.9100,             0 
02/16/1996,     0.7500,     0.7500,     0.7500,     0.7500,             0 
02/20/1996,     0.7600,     0.7600,     0.7600,     0.7600,             0 
02/21/1996,     0.7000,     0.7000,     0.7000,     0.7000,             0 
02/22/1996,     0.5700,     0.5700,     0.5700,     0.5700,             0 
02/23/1996,     0.7800,     0.7800,     0.7800,     0.7800,             0 
02/26/1996,     0.7800,     0.7800,     0.7800,     0.7800,             0 
02/27/1996,     0.7800,     0.7800,     0.7800,     0.7800,             0 
02/28/1996,     0.5200,     0.5200,     0.5200,     0.5200,             0 
02/29/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
03/01/1996,     0.6700,     0.6700,     0.6700,     0.6700,             0 
03/04/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
03/05/1996,     0.6300,     0.6300,     0.6300,     0.6300,             0 
03/06/1996,     0.8800,     0.8800,     0.8800,     0.8800,             0 
03/07/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
03/08/1996,     1.0500,     1.0500,     1.0500,     1.0500,             0 
03/11/1996,     0.9800,     0.9800,     0.9800,     0.9800,             0 
03/12/1996,     0.8900,     0.8900,     0.8900,     0.8900,             0 
03/13/1996,     0.9700,     0.9700,     0.9700,     0.9700,             0 
03/14/1996,     0.7700,     0.7700,     0.7700,     0.7700,             0 
03/15/1996,     0.8200,     0.8200,     0.8200,     0.8200,             0 
03/18/1996,     0.5100,     0.5100,     0.5100,     0.5100,             0 
03/19/1996,     0.6500,     0.6500,     0.6500,     0.6500,             0 
03/20/1996,     0.8200,     0.8200,     0.8200,     0.8200,             0 
03/21/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
03/22/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
03/25/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
03/26/1996,     0.6700,     0.6700,     0.6700,     0.6700,             0 
03/27/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
03/28/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
03/29/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
04/01/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
04/02/1996,     0.5700,     0.5700,     0.5700,     0.5700,             0 
04/03/1996,     0.7000,     0.7000,     0.7000,     0.7000,             0 
04/04/1996,     0.6100,     0.6100,     0.6100,     0.6100,             0 
04/08/1996,     0.9000,     0.9000,     0.9000,     0.9000,             0 
04/09/1996,     0.6100,     0.6100,     0.6100,     0.6100,             0 
04/10/1996,     0.6700,     0.6700,     0.6700,     0.6700,             0 
04/11/1996,     0.8900,     0.8900,     0.8900,     0.8900,             0 
04/12/1996,     0.6700,     0.6700,     0.6700,     0.6700,             0 
04/15/1996,     0.8300,     0.8300,     0.8300,     0.8300,             0 
04/16/1996,     0.6900,     0.6900,     0.6900,     0.6900,             0 
04/17/1996,     0.7100,     0.7100,     0.7100,     0.7100,             0 
04/18/1996,     0.6100,     0.6100,     0.6100,     0.6100,             0 
04/19/1996,     0.5400,     0.5400,     0.5400,     0.5400,             0 
04/22/1996,     0.5400,     0.5400,     0.5400,     0.5400,             0 
04/23/1996,     0.6100,     0.6100,     0.6100,     0.6100,             0 
04/24/1996,     0.5300,     0.5300,     0.5300,     0.5300,             0 
04/25/1996,     0.4700,     0.4700,     0.4700,     0.4700,             0 
04/26/1996,     0.6000,     0.6000,     0.6000,     0.6000,             0 
04/29/1996,     0.5700,     0.5700,     0.5700,     0.5700,             0 
04/30/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
05/01/1996,     0.5100,     0.5100,     0.5100,     0.5100,             0 
05/02/1996,     0.9600,     0.9600,     0.9600,     0.9600,             0 
05/03/1996,     0.8200,     0.8200,     0.8200,     0.8200,             0 
05/06/1996,     0.6500,     0.6500,     0.6500,     0.6500,             0 
05/07/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
05/08/1996,     0.7600,     0.7600,     0.7600,     0.7600,             0 
05/09/1996,     0.6500,     0.6500,     0.6500,     0.6500,             0 
05/10/1996,     0.6600,     0.6600,     0.6600,     0.6600,             0 
05/13/1996,     0.5800,     0.5800,     0.5800,     0.5800,             0 
05/14/1996,     0.6100,     0.6100,     0.6100,     0.6100,             0 
05/15/1996,     0.5500,     0.5500,     0.5500,     0.5500,             0 
05/16/1996,     0.6500,     0.6500,     0.6500,     0.6500,             0 
05/17/1996,     0.4900,     0.4900,     0.4900,     0.4900,             0 
05/20/1996,     0.5600,     0.5600,     0.5600,     0.5600,             0 
05/21/1996,     0.6700,     0.6700,     0.6700,     0.6700,             0 
05/22/1996,     0.6300,     0.6300,     0.6300,     0.6300,             0 
05/23/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
05/24/1996,     0.5800,     0.5800,     0.5800,     0.5800,             0 
05/28/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
05/29/1996,     0.6900,     0.6900,     0.6900,     0.6900,             0 
05/30/1996,     0.6200,     0.6200,     0.6200,     0.6200,             0 
05/31/1996,     0.6000,     0.6000,     0.6000,     0.6000,             0 
06/03/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
06/04/1996,     0.6100,     0.6100,     0.6100,     0.6100,             0 
06/05/1996,     0.5400,     0.5400,     0.5400,     0.5400,             0 
06/06/1996,     0.8600,     0.8600,     0.8600,     0.8600,             0 
06/07/1996,     0.7600,     0.7600,     0.7600,     0.7600,             0 
06/10/1996,     0.5700,     0.5700,     0.5700,     0.5700,             0 
06/11/1996,     0.5900,     0.5900,     0.5900,     0.5900,             0 
06/12/1996,     0.6100,     0.6100,     0.6100,     0.6100,             0 
06/13/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
06/14/1996,     0.8200,     0.8200,     0.8200,     0.8200,             0 
06/17/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
06/18/1996,     0.9100,     0.9100,     0.9100,     0.9100,             0 
06/19/1996,     0.9000,     0.9000,     0.9000,     0.9000,             0 
06/20/1996,     0.9500,     0.9500,     0.9500,     0.9500,             0 
06/21/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
06/24/1996,     0.7100,     0.7100,     0.7100,     0.7100,             0 
06/25/1996,     0.6000,     0.6000,     0.6000,     0.6000,             0 
06/26/1996,     0.8400,     0.8400,     0.8400,     0.8400,             0 
06/27/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
06/28/1996,     0.6200,     0.6200,     0.6200,     0.6200,             0 
07/01/1996,     0.5900,     0.5900,     0.5900,     0.5900,             0 
07/02/1996,     0.6900,     0.6900,     0.6900,     0.6900,             0 
07/03/1996,     0.7500,     0.7500,     0.7500,     0.7500,             0 
07/05/1996,     1.0000,     1.0000,     1.0000,     1.0000,             0 
07/08/1996,     0.9700,     0.9700,     0.9700,     0.9700,             0 
07/09/1996,     0.7100,     0.7100,     0.7100,     0.7100,             0 
07/10/1996,     0.8500,     0.8500,     0.8500,     0.8500,             0 
07/11/1996,     0.9500,     0.9500,     0.9500,     0.9500,             0 
07/12/1996,     0.9600,     0.9600,     0.9600,     0.9600,             0 
07/15/1996,     1.0600,     1.0600,     1.0600,     1.0600,             0 
07/16/1996,     1.1600,     1.1600,     1.1600,     1.1600,             0 
07/17/1996,     0.7900,     0.7900,     0.7900,     0.7900,             0 
07/18/1996,     0.7000,     0.7000,     0.7000,     0.7000,             0 
07/19/1996,     1.0400,     1.0400,     1.0400,     1.0400,             0 
07/22/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
07/23/1996,     0.9000,     0.9000,     0.9000,     0.9000,             0 
07/24/1996,     0.8900,     0.8900,     0.8900,     0.8900,             0 
07/25/1996,     0.8400,     0.8400,     0.8400,     0.8400,             0 
07/26/1996,     0.7900,     0.7900,     0.7900,     0.7900,             0 
07/29/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
07/30/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
07/31/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
08/01/1996,     0.7800,     0.7800,     0.7800,     0.7800,             0 
08/02/1996,     0.6100,     0.6100,     0.6100,     0.6100,             0 
08/05/1996,     0.7600,     0.7600,     0.7600,     0.7600,             0 
08/06/1996,     0.6300,     0.6300,     0.6300,     0.6300,             0 
08/07/1996,     0.6000,     0.6000,     0.6000,     0.6000,             0 
08/08/1996,     0.6600,     0.6600,     0.6600,     0.6600,             0 
08/09/1996,     0.7200,     0.7200,     0.7200,     0.7200,             0 
08/12/1996,     0.7100,     0.7100,     0.7100,     0.7100,             0 
08/13/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
08/14/1996,     0.6600,     0.6600,     0.6600,     0.6600,             0 
08/15/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
08/16/1996,     0.7100,     0.7100,     0.7100,     0.7100,             0 
08/19/1996,     0.6100,     0.6100,     0.6100,     0.6100,             0 
08/20/1996,     0.7100,     0.7100,     0.7100,     0.7100,             0 
08/21/1996,     0.7100,     0.7100,     0.7100,     0.7100,             0 
08/22/1996,     0.6500,     0.6500,     0.6500,     0.6500,             0 
08/23/1996,     0.7200,     0.7200,     0.7200,     0.7200,             0 
08/26/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
08/27/1996,     0.6900,     0.6900,     0.6900,     0.6900,             0 
08/28/1996,     0.6000,     0.6000,     0.6000,     0.6000,             0 
08/29/1996,     0.9400,     0.9400,     0.9400,     0.9400,             0 
08/30/1996,     1.0000,     1.0000,     1.0000,     1.0000,             0 
09/03/1996,     0.9100,     0.9100,     0.9100,     0.9100,             0 
09/04/1996,     0.7000,     0.7000,     0.7000,     0.7000,             0 
09/05/1996,     0.9300,     0.9300,     0.9300,     0.9300,             0 
09/06/1996,     1.0400,     1.0400,     1.0400,     1.0400,             0 
09/09/1996,     0.8900,     0.8900,     0.8900,     0.8900,             0 
09/10/1996,     0.8200,     0.8200,     0.8200,     0.8200,             0 
09/11/1996,     0.7200,     0.7200,     0.7200,     0.7200,             0 
09/12/1996,     0.7900,     0.7900,     0.7900,     0.7900,             0 
09/13/1996,     0.6700,     0.6700,     0.6700,     0.6700,             0 
09/16/1996,     0.5400,     0.5400,     0.5400,     0.5400,             0 
09/17/1996,     0.5900,     0.5900,     0.5900,     0.5900,             0 
09/18/1996,     0.7600,     0.7600,     0.7600,     0.7600,             0 
09/19/1996,     0.7000,     0.7000,     0.7000,     0.7000,             0 
09/20/1996,     0.4800,     0.4800,     0.4800,     0.4800,             0 
09/23/1996,     0.6300,     0.6300,     0.6300,     0.6300,             0 
09/24/1996,     0.6200,     0.6200,     0.6200,     0.6200,             0 
09/25/1996,     0.5300,     0.5300,     0.5300,     0.5300,             0 
09/26/1996,     0.4900,     0.4900,     0.4900,     0.4900,             0 
09/27/1996,     0.7000,     0.7000,     0.7000,     0.7000,             0 
09/30/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
10/01/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
10/02/1996,     0.5800,     0.5800,     0.5800,     0.5800,             0 
10/03/1996,     0.8800,     0.8800,     0.8800,     0.8800,             0 
10/04/1996,     0.7100,     0.7100,     0.7100,     0.7100,             0 
10/07/1996,     0.7600,     0.7600,     0.7600,     0.7600,             0 
10/08/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
10/09/1996,     0.8800,     0.8800,     0.8800,     0.8800,             0 
10/10/1996,     0.6000,     0.6000,     0.6000,     0.6000,             0 
10/11/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
10/14/1996,     0.6200,     0.6200,     0.6200,     0.6200,             0 
10/15/1996,     0.7500,     0.7500,     0.7500,     0.7500,             0 
10/16/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
10/17/1996,     0.7500,     0.7500,     0.7500,     0.7500,             0 
10/18/1996,     0.5800,     0.5800,     0.5800,     0.5800,             0 
10/21/1996,     0.6500,     0.6500,     0.6500,     0.6500,             0 
10/22/1996,     0.8400,     0.8400,     0.8400,     0.8400,             0 
10/23/1996,     0.7900,     0.7900,     0.7900,     0.7900,             0 
10/24/1996,     0.6900,     0.6900,     0.6900,     0.6900,             0 
10/25/1996,     0.6500,     0.6500,     0.6500,     0.6500,             0 
10/28/1996,     0.8000,     0.8000,     0.8000,     0.8000,             0 
10/29/1996,     0.8100,     0.8100,     0.8100,     0.8100,             0 
10/30/1996,     0.7200,     0.7200,     0.7200,     0.7200,             0 
10/31/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
11/01/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
11/04/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
11/05/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
11/06/1996,     0.7600,     0.7600,     0.7600,     0.7600,             0 
11/07/1996,     0.6500,     0.6500,     0.6500,     0.6500,             0 
11/08/1996,     0.6600,     0.6600,     0.6600,     0.6600,             0 
11/11/1996,     0.7200,     0.7200,     0.7200,     0.7200,             0 
11/12/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
11/13/1996,     0.8000,     0.8000,     0.8000,     0.8000,             0 
11/14/1996,     0.6100,     0.6100,     0.6100,     0.6100,             0 
11/15/1996,     0.7200,     0.7200,     0.7200,     0.7200,             0 
11/18/1996,     0.7900,     0.7900,     0.7900,     0.7900,             0 
11/19/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
11/20/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
11/21/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
11/22/1996,     0.5800,     0.5800,     0.5800,     0.5800,             0 
11/25/1996,     0.7200,     0.7200,     0.7200,     0.7200,             0 
11/26/1996,     0.8900,     0.8900,     0.8900,     0.8900,             0 
11/27/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
11/29/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
12/02/1996,     0.5300,     0.5300,     0.5300,     0.5300,             0 
12/03/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
12/04/1996,     0.7000,     0.7000,     0.7000,     0.7000,             0 
12/05/1996,     0.6400,     0.6400,     0.6400,     0.6400,             0 
12/06/1996,     0.9300,     0.9300,     0.9300,     0.9300,             0 
12/09/1996,     0.5900,     0.5900,     0.5900,     0.5900,             0 
12/10/1996,     0.5400,     0.5400,     0.5400,     0.5400,             0 
12/11/1996,     1.0100,     1.0100,     1.0100,     1.0100,             0 
12/12/1996,     0.7800,     0.7800,     0.7800,     0.7800,             0 
12/13/1996,     0.9900,     0.9900,     0.9900,     0.9900,             0 
12/17/1996,     0.8800,     0.8800,     0.8800,     0.8800,             0 
12/18/1996,     0.7700,     0.7700,     0.7700,     0.7700,             0 
12/19/1996,     0.7400,     0.7400,     0.7400,     0.7400,             0 
12/20/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
12/23/1996,     0.6800,     0.6800,     0.6800,     0.6800,             0 
12/24/1996,     0.5500,     0.5500,     0.5500,     0.5500,             0 
12/26/1996,     0.4100,     0.4100,     0.4100,     0.4100,             0 
12/27/1996,     0.7300,     0.7300,     0.7300,     0.7300,             0 
12/30/1996,     0.6500,     0.6500,     0.6500,     0.6500,             0 
12/31/1996,     0.8600,     0.8600,     0.8600,     0.8600,             0 
01/02/1997,     0.6800,     0.6800,     0.6800,     0.6800,             0 
01/03/1997,     0.6400,     0.6400,     0.6400,     0.6400,             0 
01/06/1997,     0.5600,     0.5600,     0.5600,     0.5600,             0 
01/07/1997,     0.6700,     0.6700,     0.6700,     0.6700,             0 
01/08/1997,     0.6400,     0.6400,     0.6400,     0.6400,             0 
01/09/1997,     0.5800,     0.5800,     0.5800,     0.5800,             0 
01/10/1997,     0.8400,     0.8400,     0.8400,     0.8400,             0 
01/13/1997,     0.6600,     0.6600,     0.6600,     0.6600,             0 
01/14/1997,     0.6900,     0.6900,     0.6900,     0.6900,             0 
01/15/1997,     0.6500,     0.6500,     0.6500,     0.6500,             0 
01/16/1997,     0.6100,     0.6100,     0.6100,     0.6100,             0 
01/17/1997,     0.5600,     0.5600,     0.5600,     0.5600,             0 
01/20/1997,     0.6200,     0.6200,     0.6200,     0.6200,             0 
01/21/1997,     0.5600,     0.5600,     0.5600,     0.5600,             0 
01/22/1997,     0.6500,     0.6500,     0.6500,     0.6500,             0 
01/23/1997,     0.6800,     0.6800,     0.6800,     0.6800,             0 
01/24/1997,     0.7400,     0.7400,     0.7400,     0.7400,             0 
01/27/1997,     0.7900,     0.7900,     0.7900,     0.7900,             0 
01/28/1997,     0.6100,     0.6100,     0.6100,     0.6100,             0 
01/29/1997,     0.6000,     0.6000,     0.6000,     0.6000,             0 
01/30/1997,     0.6800,     0.6800,     0.6800,     0.6800,             0 
01/31/1997,     0.6700,     0.6700,     0.6700,     0.6700,             0 
02/03/1997,     0.5300,     0.5300,     0.5300,     0.5300,             0 
02/04/1997,     0.6900,     0.6900,     0.6900,     0.6900,             0 
02/05/1997,     0.7400,     0.7400,     0.7400,     0.7400,             0 
02/06/1997,     0.8500,     0.8500,     0.8500,     0.8500,             0 
02/07/1997,     0.7300,     0.7300,     0.7300,     0.7300,             0 
02/10/1997,     0.7000,     0.7000,     0.7000,     0.7000,             0 
02/11/1997,     0.7800,     0.7800,     0.7800,     0.7800,             0 
02/12/1997,     0.8000,     0.8000,     0.8000,     0.8000,             0 
02/13/1997,     0.7200,     0.7200,     0.7200,     0.7200,             0 
02/14/1997,     0.6700,     0.6700,     0.6700,     0.6700,             0 
02/18/1997,     0.7900,     0.7900,     0.7900,     0.7900,             0 
02/19/1997,     0.8100,     0.8100,     0.8100,     0.8100,             0 
02/20/1997,     0.8700,     0.8700,     0.8700,     0.8700,             0 
02/21/1997,     0.8900,     0.8900,     0.8900,     0.8900,             0 
02/24/1997,     0.5600,     0.5600,     0.5600,     0.5600,             0 
02/25/1997,     0.5100,     0.5100,     0.5100,     0.5100,             0 
02/26/1997,     0.8100,     0.8100,     0.8100,     0.8100,             0 
02/27/1997,     0.8500,     0.8500,     0.8500,     0.8500,             0 
02/28/1997,     0.7600,     0.7600,     0.7600,     0.7600,             0 
03/03/1997,     0.7000,     0.7000,     0.7000,     0.7000,             0 
03/04/1997,     0.6800,     0.6800,     0.6800,     0.6800,             0 
03/05/1997,     0.6700,     0.6700,     0.6700,     0.6700,             0 
03/06/1997,     0.7700,     0.7700,     0.7700,     0.7700,             0 
03/07/1997,     0.7700,     0.7700,     0.7700,     0.7700,             0 
03/10/1997,     0.7200,     0.7200,     0.7200,     0.7200,             0 
03/11/1997,     0.7900,     0.7900,     0.7900,     0.7900,             0 
03/12/1997,     0.9500,     0.9500,     0.9500,     0.9500,             0 
03/13/1997,     0.6500,     0.6500,     0.6500,     0.6500,             0 
03/14/1997,     0.7400,     0.7400,     0.7400,     0.7400,             0 
03/17/1997,     0.8500,     0.8500,     0.8500,     0.8500,             0 
03/18/1997,     0.8300,     0.8300,     0.8300,     0.8300,             0 
03/19/1997,     0.8400,     0.8400,     0.8400,     0.8400,             0 
03/20/1997,     0.8200,     0.8200,     0.8200,     0.8200,             0 
03/21/1997,     0.8800,     0.8800,     0.8800,     0.8800,             0 
03/24/1997,     0.7300,     0.7300,     0.7300,     0.7300,             0 
03/25/1997,     0.6700,     0.6700,     0.6700,     0.6700,             0 
03/26/1997,     0.6200,     0.6200,     0.6200,     0.6200,             0 
03/27/1997,     0.6600,     0.6600,     0.6600,     0.6600,             0 
03/31/1997,     0.7900,     0.7900,     0.7900,     0.7900,             0 
04/01/1997,     0.8400,     0.8400,     0.8400,     0.8400,             0 
04/02/1997,     0.7200,     0.7200,     0.7200,     0.7200,             0 
04/03/1997,     0.7400,     0.7400,     0.7400,     0.7400,             0 
04/04/1997,     0.6300,     0.6300,     0.6300,     0.6300,             0 
04/07/1997,     0.6300,     0.6300,     0.6300,     0.6300,             0 
04/08/1997,     0.6500,     0.6500,     0.6500,     0.6500,             0 
04/09/1997,     0.6400,     0.6400,     0.6400,     0.6400,             0 
04/10/1997,     0.7700,     0.7700,     0.7700,     0.7700,             0 
04/11/1997,     0.9200,     0.9200,     0.9200,     0.9200,             0 
04/14/1997,     0.9900,     0.9900,     0.9900,     0.9900,             0 
04/15/1997,     0.8800,     0.8800,     0.8800,     0.8800,             0 
04/16/1997,     0.8100,     0.8100,     0.8100,     0.8100,             0 
04/17/1997,     0.8200,     0.8200,     0.8200,     0.8200,             0 
04/18/1997,     0.8700,     0.8700,     0.8700,     0.8700,             0 
04/21/1997,     0.6800,     0.6800,     0.6800,     0.6800,             0 
04/22/1997,     0.8300,     0.8300,     0.8300,     0.8300,             0 
04/23/1997,     0.7000,     0.7000,     0.7000,     0.7000,             0 
04/24/1997,     0.6500,     0.6500,     0.6500,     0.6500,             0 
