$CPCI, Daily
      Date,       Open,       High,        Low,      Close,        Volume 
12/31/2003,     2.9600,     2.9600,     2.9600,     2.9600,             0 
01/02/2004,     1.9400,     1.9400,     1.9400,     1.9400,             0 
01/05/2004,     1.4400,     1.4400,     1.4400,     1.4400,             0 
01/06/2004,     1.6800,     1.6800,     1.6800,     1.6800,             0 
01/07/2004,     1.6700,     1.6700,     1.6700,     1.6700,             0 
01/08/2004,     1.3300,     1.3300,     1.3300,     1.3300,             0 
01/09/2004,     1.7500,     1.7500,     1.7500,     1.7500,             0 
01/12/2004,     1.6600,     1.6600,     1.6600,     1.6600,             0 
01/13/2004,     1.0700,     1.0700,     1.0700,     1.0700,             0 
01/14/2004,     1.1400,     1.1400,     1.1400,     1.1400,             0 
01/15/2004,     1.0600,     1.0600,     1.0600,     1.0600,             0 
01/16/2004,     1.9500,     1.9500,     1.9500,     1.9500,             0 
01/20/2004,     1.2200,     1.2200,     1.2200,     1.2200,             0 
01/21/2004,     2.0700,     2.0700,     2.0700,     2.0700,             0 
01/22/2004,     2.2400,     2.2400,     2.2400,     2.2400,             0 
01/23/2004,     2.1700,     2.1700,     2.1700,     2.1700,             0 
01/26/2004,     1.2200,     1.2200,     1.2200,     1.2200,             0 
01/27/2004,     2.2600,     2.2600,     2.2600,     2.2600,             0 
01/28/2004,     1.9000,     1.9000,     1.9000,     1.9000,             0 
01/29/2004,     1.8200,     1.8200,     1.8200,     1.8200,             0 
01/30/2004,     1.3000,     1.3000,     1.3000,     1.3000,             0 
02/02/2004,     1.5200,     1.5200,     1.5200,     1.5200,             0 
02/03/2004,     1.7200,     1.7200,     1.7200,     1.7200,             0 
02/04/2004,     2.0300,     2.0300,     2.0300,     2.0300,             0 
02/05/2004,     1.3600,     1.3600,     1.3600,     1.3600,             0 
02/06/2004,     1.7200,     1.7200,     1.7200,     1.7200,             0 
02/09/2004,     1.5700,     1.5700,     1.5700,     1.5700,             0 
02/10/2004,     1.2800,     1.2800,     1.2800,     1.2800,             0 
02/11/2004,     1.1900,     1.1900,     1.1900,     1.1900,             0 
02/12/2004,     1.6100,     1.6100,     1.6100,     1.6100,             0 
02/13/2004,     1.5800,     1.5800,     1.5800,     1.5800,             0 
02/17/2004,     1.2100,     1.2100,     1.2100,     1.2100,             0 
02/18/2004,     1.3400,     1.3400,     1.3400,     1.3400,             0 
02/19/2004,     1.1400,     1.1400,     1.1400,     1.1400,             0 
02/20/2004,     2.0200,     2.0200,     2.0200,     2.0200,             0 
02/23/2004,     1.6000,     1.6000,     1.6000,     1.6000,             0 
02/24/2004,     1.4900,     1.4900,     1.4900,     1.4900,             0 
02/25/2004,     1.9500,     1.9500,     1.9500,     1.9500,             0 
02/26/2004,     1.3400,     1.3400,     1.3400,     1.3400,             0 
02/27/2004,     1.4000,     1.4000,     1.4000,     1.4000,             0 
03/01/2004,     1.2600,     1.2600,     1.2600,     1.2600,             0 
03/02/2004,     1.8600,     1.8600,     1.8600,     1.8600,             0 
03/03/2004,     1.2400,     1.2400,     1.2400,     1.2400,             0 
03/04/2004,     1.2200,     1.2200,     1.2200,     1.2200,             0 
03/05/2004,     1.5000,     1.5000,     1.5000,     1.5000,             0 
03/08/2004,     1.6600,     1.6600,     1.6600,     1.6600,             0 
03/09/2004,     1.3300,     1.3300,     1.3300,     1.3300,             0 
03/10/2004,     1.4200,     1.4200,     1.4200,     1.4200,             0 
03/11/2004,     1.9200,     1.9200,     1.9200,     1.9200,             0 
03/12/2004,     1.7000,     1.7000,     1.7000,     1.7000,             0 
03/15/2004,     1.6000,     1.6000,     1.6000,     1.6000,             0 
03/16/2004,     1.3500,     1.3500,     1.3500,     1.3500,             0 
03/17/2004,     1.1600,     1.1600,     1.1600,     1.1600,             0 
03/18/2004,     1.1400,     1.1400,     1.1400,     1.1400,             0 
03/19/2004,     1.6000,     1.6000,     1.6000,     1.6000,             0 
03/22/2004,     1.6800,     1.6800,     1.6800,     1.6800,             0 
03/23/2004,     1.0600,     1.0600,     1.0600,     1.0600,             0 
03/24/2004,     1.4200,     1.4200,     1.4200,     1.4200,             0 
03/25/2004,     1.1900,     1.1900,     1.1900,     1.1900,             0 
03/26/2004,     1.4600,     1.4600,     1.4600,     1.4600,             0 
03/29/2004,     1.4500,     1.4500,     1.4500,     1.4500,             0 
03/30/2004,     1.4500,     1.4500,     1.4500,     1.4500,             0 
03/31/2004,     2.2700,     2.2700,     2.2700,     2.2700,             0 
04/01/2004,     1.1100,     1.1100,     1.1100,     1.1100,             0 
04/02/2004,     1.6200,     1.6200,     1.6200,     1.6200,             0 
04/05/2004,     1.5400,     1.5400,     1.5400,     1.5400,             0 
04/06/2004,     1.5700,     1.5700,     1.5700,     1.5700,             0 
04/07/2004,     1.5200,     1.5200,     1.5200,     1.5200,             0 
04/08/2004,     1.4200,     1.4200,     1.4200,     1.4200,             0 
04/12/2004,     1.8100,     1.8100,     1.8100,     1.8100,             0 
04/13/2004,     1.3900,     1.3900,     1.3900,     1.3900,             0 
04/14/2004,     1.4200,     1.4200,     1.4200,     1.4200,             0 
04/15/2004,     1.3700,     1.3700,     1.3700,     1.3700,             0 
04/16/2004,     1.6900,     1.6900,     1.6900,     1.6900,             0 
04/19/2004,     1.2300,     1.2300,     1.2300,     1.2300,             0 
04/20/2004,     1.4600,     1.4600,     1.4600,     1.4600,             0 
04/21/2004,     1.3700,     1.3700,     1.3700,     1.3700,             0 
04/22/2004,     1.0600,     1.0600,     1.0600,     1.0600,             0 
04/23/2004,     1.1600,     1.1600,     1.1600,     1.1600,             0 
04/26/2004,     1.6000,     1.6000,     1.6000,     1.6000,             0 
04/27/2004,     1.8000,     1.8000,     1.8000,     1.8000,             0 
04/28/2004,     2.3300,     2.3300,     2.3300,     2.3300,             0 
04/29/2004,     2.1300,     2.1300,     2.1300,     2.1300,             0 
04/30/2004,     1.4400,     1.4400,     1.4400,     1.4400,             0 
05/03/2004,     1.7100,     1.7100,     1.7100,     1.7100,             0 
05/04/2004,     1.5300,     1.5300,     1.5300,     1.5300,             0 
05/05/2004,     1.9600,     1.9600,     1.9600,     1.9600,             0 
05/06/2004,     2.0700,     2.0700,     2.0700,     2.0700,             0 
05/07/2004,     1.7700,     1.7700,     1.7700,     1.7700,             0 
05/10/2004,     2.4100,     2.4100,     2.4100,     2.4100,             0 
05/11/2004,     1.6800,     1.6800,     1.6800,     1.6800,             0 
05/12/2004,     1.5300,     1.5300,     1.5300,     1.5300,             0 
05/13/2004,     1.8900,     1.8900,     1.8900,     1.8900,             0 
05/14/2004,     1.4400,     1.4400,     1.4400,     1.4400,             0 
05/17/2004,     1.8700,     1.8700,     1.8700,     1.8700,             0 
05/18/2004,     1.8800,     1.8800,     1.8800,     1.8800,             0 
05/19/2004,     1.4900,     1.4900,     1.4900,     1.4900,             0 
05/20/2004,     1.6100,     1.6100,     1.6100,     1.6100,             0 
05/21/2004,     2.1200,     2.1200,     2.1200,     2.1200,             0 
05/24/2004,     1.3900,     1.3900,     1.3900,     1.3900,             0 
05/25/2004,     1.6700,     1.6700,     1.6700,     1.6700,             0 
05/26/2004,     2.4500,     2.4500,     2.4500,     2.4500,             0 
05/27/2004,     2.1200,     2.1200,     2.1200,     2.1200,             0 
05/28/2004,     2.8300,     2.8300,     2.8300,     2.8300,             0 
06/01/2004,     2.0800,     2.0800,     2.0800,     2.0800,             0 
06/02/2004,     1.9700,     1.9700,     1.9700,     1.9700,             0 
06/03/2004,     1.5900,     1.5900,     1.5900,     1.5900,             0 
06/04/2004,     1.5800,     1.5800,     1.5800,     1.5800,             0 
06/07/2004,     1.3500,     1.3500,     1.3500,     1.3500,             0 
06/08/2004,     1.4400,     1.4400,     1.4400,     1.4400,             0 
06/09/2004,     1.6900,     1.6900,     1.6900,     1.6900,             0 
06/10/2004,     1.5800,     1.5800,     1.5800,     1.5800,             0 
06/14/2004,     1.5900,     1.5900,     1.5900,     1.5900,             0 
06/15/2004,     1.1900,     1.1900,     1.1900,     1.1900,             0 
06/16/2004,     1.0300,     1.0300,     1.0300,     1.0300,             0 
06/17/2004,     1.2300,     1.2300,     1.2300,     1.2300,             0 
06/18/2004,     1.7800,     1.7800,     1.7800,     1.7800,             0 
06/21/2004,     1.7800,     1.7800,     1.7800,     1.7800,             0 
06/22/2004,     1.3700,     1.3700,     1.3700,     1.3700,             0 
06/23/2004,     2.1900,     2.1900,     2.1900,     2.1900,             0 
06/24/2004,     1.4200,     1.4200,     1.4200,     1.4200,             0 
06/25/2004,     1.2400,     1.2400,     1.2400,     1.2400,             0 
06/28/2004,     1.4000,     1.4000,     1.4000,     1.4000,             0 
06/29/2004,     1.4200,     1.4200,     1.4200,     1.4200,             0 
06/30/2004,     0.9600,     0.9600,     0.9600,     0.9600,             0 
07/01/2004,     1.6100,     1.6100,     1.6100,     1.6100,             0 
07/02/2004,     1.2700,     1.2700,     1.2700,     1.2700,             0 
07/06/2004,     1.3300,     1.3300,     1.3300,     1.3300,             0 
07/07/2004,     1.3400,     1.3400,     1.3400,     1.3400,             0 
07/08/2004,     1.2600,     1.2600,     1.2600,     1.2600,             0 
07/09/2004,     0.9800,     0.9800,     0.9800,     0.9800,             0 
07/12/2004,     1.9600,     1.9600,     1.9600,     1.9600,             0 
07/13/2004,     1.4800,     1.4800,     1.4800,     1.4800,             0 
07/14/2004,     1.4700,     1.4700,     1.4700,     1.4700,             0 
07/15/2004,     1.4800,     1.4800,     1.4800,     1.4800,             0 
07/16/2004,     1.9200,     1.9200,     1.9200,     1.9200,             0 
07/19/2004,     1.2200,     1.2200,     1.2200,     1.2200,             0 
07/20/2004,     1.0500,     1.0500,     1.0500,     1.0500,             0 
07/21/2004,     1.6400,     1.6400,     1.6400,     1.6400,             0 
07/22/2004,     1.5000,     1.5000,     1.5000,     1.5000,             0 
07/23/2004,     1.7500,     1.7500,     1.7500,     1.7500,             0 
07/26/2004,     1.2400,     1.2400,     1.2400,     1.2400,             0 
07/27/2004,     1.3800,     1.3800,     1.3800,     1.3800,             0 
07/28/2004,     1.3700,     1.3700,     1.3700,     1.3700,             0 
07/29/2004,     1.0400,     1.0400,     1.0400,     1.0400,             0 
07/30/2004,     1.2100,     1.2100,     1.2100,     1.2100,             0 
08/02/2004,     1.3200,     1.3200,     1.3200,     1.3200,             0 
08/03/2004,     1.5500,     1.5500,     1.5500,     1.5500,             0 
08/04/2004,     1.5900,     1.5900,     1.5900,     1.5900,             0 
08/05/2004,     1.3700,     1.3700,     1.3700,     1.3700,             0 
08/06/2004,     1.6500,     1.6500,     1.6500,     1.6500,             0 
08/09/2004,     1.0800,     1.0800,     1.0800,     1.0800,             0 
08/10/2004,     1.0594,     1.0594,     1.0594,     1.0594,             0 
08/11/2004,     1.6331,     1.6331,     1.6331,     1.6331,             0 
08/12/2004,     1.3200,     1.3200,     1.3200,     1.3200,             0 
08/13/2004,     1.7300,     1.7300,     1.7300,     1.7300,             0 
08/16/2004,     1.3600,     1.3600,     1.3600,     1.3600,             0 
08/17/2004,     1.7700,     1.7700,     1.7700,     1.7700,             0 
08/18/2004,     1.3100,     1.3100,     1.3100,     1.3100,             0 
08/19/2004,     1.2753,     1.2753,     1.2753,     1.2753,             0 
08/20/2004,     1.6400,     1.6400,     1.6400,     1.6400,             0 
08/23/2004,     1.2017,     1.2017,     1.2017,     1.2017,             0 
08/24/2004,     1.7003,     1.7003,     1.7003,     1.7003,             0 
08/25/2004,     1.5569,     1.5569,     1.5569,     1.5569,             0 
08/26/2004,     1.3840,     1.3840,     1.3840,     1.3840,             0 
08/27/2004,     1.5522,     1.5522,     1.5522,     1.5522,             0 
08/30/2004,     1.4000,     1.4000,     1.4000,     1.4000,             0 
08/31/2004,     1.3500,     1.3500,     1.3500,     1.3500,             0 
09/01/2004,     1.9300,     1.9300,     1.9300,     1.9300,             0 
09/02/2004,     1.3600,     1.3600,     1.3600,     1.3600,             0 
09/03/2004,     1.5200,     1.5200,     1.5200,     1.5200,             0 
09/07/2004,     1.2000,     1.2000,     1.2000,     1.2000,             0 
09/08/2004,     2.1800,     2.1800,     2.1800,     2.1800,             0 
09/09/2004,     1.5100,     1.5100,     1.5100,     1.5100,             0 
09/10/2004,     1.5300,     1.5300,     1.5300,     1.5300,             0 
09/13/2004,     1.0400,     1.0400,     1.0400,     1.0400,             0 
09/14/2004,     1.6200,     1.6200,     1.6200,     1.6200,             0 
09/15/2004,     1.9700,     1.9700,     1.9700,     1.9700,             0 
09/16/2004,     1.1100,     1.1100,     1.1100,     1.1100,             0 
09/17/2004,     1.6300,     1.6300,     1.6300,     1.6300,             0 
09/20/2004,     2.4300,     2.4300,     2.4300,     2.4300,             0 
09/21/2004,     0.9200,     0.9200,     0.9200,     0.9200,             0 
09/22/2004,     1.6000,     1.6000,     1.6000,     1.6000,             0 
09/23/2004,     1.1200,     1.1200,     1.1200,     1.1200,             0 
09/24/2004,     1.4000,     1.4000,     1.4000,     1.4000,             0 
09/27/2004,     1.8100,     1.8100,     1.8100,     1.8100,             0 
09/28/2004,     1.1100,     1.1100,     1.1100,     1.1100,             0 
09/29/2004,     2.3200,     2.3200,     2.3200,     2.3200,             0 
09/30/2004,     1.6400,     1.6400,     1.6400,     1.6400,             0 
10/01/2004,     1.6400,     1.6400,     1.6400,     1.6400,             0 
10/04/2004,     1.8300,     1.8300,     1.8300,     1.8300,             0 
10/05/2004,     1.9500,     1.9500,     1.9500,     1.9500,             0 
10/06/2004,     1.4700,     1.4700,     1.4700,     1.4700,             0 
10/07/2004,     1.2600,     1.2600,     1.2600,     1.2600,             0 
10/08/2004,     1.6000,     1.6000,     1.6000,     1.6000,             0 
10/11/2004,     1.5800,     1.5800,     1.5800,     1.5800,             0 
10/12/2004,     1.2800,     1.2800,     1.2800,     1.2800,             0 
10/13/2004,     1.6200,     1.6200,     1.6200,     1.6200,             0 
10/14/2004,     1.5800,     1.5800,     1.5800,     1.5800,             0 
10/15/2004,     1.2400,     1.2400,     1.2400,     1.2400,             0 
10/18/2004,     1.0500,     1.0500,     1.0500,     1.0500,             0 
10/19/2004,     1.3900,     1.3900,     1.3900,     1.3900,             0 
10/20/2004,     0.9400,     0.9400,     0.9400,     0.9400,             0 
10/21/2004,     1.3500,     1.3500,     1.3500,     1.3500,             0 
10/22/2004,     0.9900,     0.9900,     0.9900,     0.9900,             0 
10/25/2004,     1.1600,     1.1600,     1.1600,     1.1600,             0 
10/26/2004,     1.1800,     1.1800,     1.1800,     1.1800,             0 
10/27/2004,     1.1900,     1.1900,     1.1900,     1.1900,             0 
10/28/2004,     1.1600,     1.1600,     1.1600,     1.1600,             0 
10/29/2004,     1.3200,     1.3200,     1.3200,     1.3200,             0 
11/01/2004,     1.5400,     1.5400,     1.5400,     1.5400,             0 
11/02/2004,     1.7600,     1.7600,     1.7600,     1.7600,             0 
11/03/2004,     1.4200,     1.4200,     1.4200,     1.4200,             0 
11/04/2004,     1.4200,     1.4200,     1.4200,     1.4200,             0 
11/05/2004,     1.3200,     1.3200,     1.3200,     1.3200,             0 
11/08/2004,     1.4600,     1.4600,     1.4600,     1.4600,             0 
11/09/2004,     1.6000,     1.6000,     1.6000,     1.6000,             0 
11/10/2004,     1.3400,     1.3400,     1.3400,     1.3400,             0 
11/11/2004,     1.3100,     1.3100,     1.3100,     1.3100,             0 
11/12/2004,     1.1500,     1.1500,     1.1500,     1.1500,             0 
11/15/2004,     1.2100,     1.2100,     1.2100,     1.2100,             0 
11/16/2004,     1.1600,     1.1600,     1.1600,     1.1600,             0 
11/17/2004,     1.0200,     1.0200,     1.0200,     1.0200,             0 
11/18/2004,     1.1100,     1.1100,     1.1100,     1.1100,             0 
11/19/2004,     2.5300,     2.5300,     2.5300,     2.5300,             0 
11/22/2004,     1.8800,     1.8800,     1.8800,     1.8800,             0 
11/23/2004,     1.5500,     1.5500,     1.5500,     1.5500,             0 
11/24/2004,     1.4100,     1.4100,     1.4100,     1.4100,             0 
11/26/2004,     1.7600,     1.7600,     1.7600,     1.7600,             0 
11/29/2004,     1.8400,     1.8400,     1.8400,     1.8400,             0 
11/30/2004,     1.6800,     1.6800,     1.6800,     1.6800,             0 
12/01/2004,     1.6100,     1.6100,     1.6100,     1.6100,             0 
12/02/2004,     1.6200,     1.6200,     1.6200,     1.6200,             0 
12/03/2004,     1.6000,     1.6000,     1.6000,     1.6000,             0 
12/06/2004,     1.4000,     1.4000,     1.4000,     1.4000,             0 
12/07/2004,     1.4900,     1.4900,     1.4900,     1.4900,             0 
12/08/2004,     1.8400,     1.8400,     1.8400,     1.8400,             0 
12/09/2004,     1.0000,     1.0000,     1.0000,     1.0000,             0 
12/10/2004,     1.3400,     1.3400,     1.3400,     1.3400,             0 
12/13/2004,     1.5200,     1.5200,     1.5200,     1.5200,             0 
12/14/2004,     1.2800,     1.2800,     1.2800,     1.2800,             0 
12/15/2004,     1.4700,     1.4700,     1.4700,     1.4700,             0 
12/16/2004,     1.5200,     1.5200,     1.5200,     1.5200,             0 
12/17/2004,     2.1000,     2.1000,     2.1000,     2.1000,             0 
12/20/2004,     1.7600,     1.7600,     1.7600,     1.7600,             0 
12/21/2004,     2.0500,     2.0500,     2.0500,     2.0500,             0 
12/22/2004,     2.1300,     2.1300,     2.1300,     2.1300,             0 
12/23/2004,     2.1900,     2.1900,     2.1900,     2.1900,             0 
12/27/2004,     1.4900,     1.4900,     1.4900,     1.4900,             0 
12/28/2004,     1.8000,     1.8000,     1.8000,     1.8000,             0 
12/29/2004,     3.5100,     3.5100,     3.5100,     3.5100,             0 
12/30/2004,     1.8500,     1.8500,     1.8500,     1.8500,             0 
12/31/2004,     1.6800,     1.6800,     1.6800,     1.6800,             0 
01/03/2005,     1.8700,     1.8700,     1.8700,     1.8700,             0 
01/04/2005,     1.3500,     1.3500,     1.3500,     1.3500,             0 
01/05/2005,     1.7500,     1.7500,     1.7500,     1.7500,             0 
01/06/2005,     1.4400,     1.4400,     1.4400,     1.4400,             0 
01/07/2005,     1.6000,     1.6000,     1.6000,     1.6000,             0 
01/10/2005,     1.4200,     1.4200,     1.4200,     1.4200,             0 
01/11/2005,     1.7800,     1.7800,     1.7800,     1.7800,             0 
01/12/2005,     1.7200,     1.7200,     1.7200,     1.7200,             0 
01/13/2005,     1.7400,     1.7400,     1.7400,     1.7400,             0 
01/14/2005,     1.1900,     1.1900,     1.1900,     1.1900,             0 
01/18/2005,     1.2800,     1.2800,     1.2800,     1.2800,             0 
01/19/2005,     1.2400,     1.2400,     1.2400,     1.2400,             0 
01/20/2005,     1.4800,     1.4800,     1.4800,     1.4800,             0 
01/21/2005,     1.9100,     1.9100,     1.9100,     1.9100,             0 
01/24/2005,     1.1800,     1.1800,     1.1800,     1.1800,             0 
01/25/2005,     1.5000,     1.5000,     1.5000,     1.5000,             0 
01/26/2005,     2.0200,     2.0200,     2.0200,     2.0200,             0 
01/27/2005,     1.8400,     1.8400,     1.8400,     1.8400,             0 
01/28/2005,     1.1900,     1.1900,     1.1900,     1.1900,             0 
01/31/2005,     1.4600,     1.4600,     1.4600,     1.4600,             0 
02/01/2005,     1.9000,     1.9000,     1.9000,     1.9000,             0 
02/02/2005,     1.5100,     1.5100,     1.5100,     1.5100,             0 
02/03/2005,     1.4100,     1.4100,     1.4100,     1.4100,             0 
02/04/2005,     1.6500,     1.6500,     1.6500,     1.6500,             0 
02/07/2005,     1.9200,     1.9200,     1.9200,     1.9200,             0 
02/08/2005,     1.7600,     1.7600,     1.7600,     1.7600,             0 
02/09/2005,     1.7000,     1.7000,     1.7000,     1.7000,             0 
02/10/2005,     1.8700,     1.8700,     1.8700,     1.8700,             0 
02/11/2005,     1.4400,     1.4400,     1.4400,     1.4400,             0 
02/14/2005,     1.7300,     1.7300,     1.7300,     1.7300,             0 
02/15/2005,     1.4000,     1.4000,     1.4000,     1.4000,             0 
02/16/2005,     1.0900,     1.0900,     1.0900,     1.0900,             0 
02/17/2005,     1.4700,     1.4700,     1.4700,     1.4700,             0 
02/18/2005,     1.7600,     1.7600,     1.7600,     1.7600,             0 
02/22/2005,     1.4600,     1.4600,     1.4600,     1.4600,             0 
02/23/2005,     1.9600,     1.9600,     1.9600,     1.9600,             0 
02/24/2005,     1.9500,     1.9500,     1.9500,     1.9500,             0 
02/25/2005,     1.3200,     1.3200,     1.3200,     1.3200,             0 
02/28/2005,     1.3600,     1.3600,     1.3600,     1.3600,             0 
03/01/2005,     1.7900,     1.7900,     1.7900,     1.7900,             0 
03/02/2005,     1.3900,     1.3900,     1.3900,     1.3900,             0 
03/03/2005,     1.3900,     1.3900,     1.3900,     1.3900,             0 
03/04/2005,     1.3100,     1.3100,     1.3100,     1.3100,             0 
03/07/2005,     1.3800,     1.3800,     1.3800,     1.3800,             0 
03/08/2005,     1.6200,     1.6200,     1.6200,     1.6200,             0 
03/09/2005,     1.9000,     1.9000,     1.9000,     1.9000,             0 
03/10/2005,     2.1800,     2.1800,     2.1800,     2.1800,             0 
03/11/2005,     1.9700,     1.9700,     1.9700,     1.9700,             0 
03/14/2005,     2.0000,     2.0000,     2.0000,     2.0000,             0 
03/15/2005,     1.4100,     1.4100,     1.4100,     1.4100,             0 
03/16/2005,     1.4100,     1.4100,     1.4100,     1.4100,             0 
03/17/2005,     1.9700,     1.9700,     1.9700,     1.9700,             0 
03/18/2005,     2.9500,     2.9500,     2.9500,     2.9500,             0 
03/21/2005,     1.2500,     1.2500,     1.2500,     1.2500,             0 
03/22/2005,     1.6200,     1.6200,     1.6200,     1.6200,             0 
03/23/2005,     1.6200,     1.6200,     1.6200,     1.6200,             0 
03/24/2005,     2.0400,     2.0400,     2.0400,     2.0400,             0 
03/28/2005,     1.4300,     1.4300,     1.4300,     1.4300,             0 
03/29/2005,     1.4900,     1.4900,     1.4900,     1.4900,             0 
03/30/2005,     1.4000,     1.4000,     1.4000,     1.4000,             0 
03/31/2005,     1.1100,     1.1100,     1.1100,     1.1100,             0 
04/01/2005,     1.6100,     1.6100,     1.6100,     1.6100,             0 
04/04/2005,     1.5300,     1.5300,     1.5300,     1.5300,             0 
04/05/2005,     1.4800,     1.4800,     1.4800,     1.4800,             0 
04/06/2005,     1.3800,     1.3800,     1.3800,     1.3800,             0 
04/07/2005,     1.0600,     1.0600,     1.0600,     1.0600,             0 
04/08/2005,     1.8200,     1.8200,     1.8200,     1.8200,             0 
04/11/2005,     2.0100,     2.0100,     2.0100,     2.0100,             0 
04/12/2005,     2.0400,     2.0400,     2.0400,     2.0400,             0 
04/13/2005,     1.5300,     1.5300,     1.5300,     1.5300,             0 
04/14/2005,     1.7300,     1.7300,     1.7300,     1.7300,             0 
04/15/2005,     2.1700,     2.1700,     2.1700,     2.1700,             0 
04/18/2005,     1.5800,     1.5800,     1.5800,     1.5800,             0 
04/19/2005,     2.0900,     2.0900,     2.0900,     2.0900,             0 
04/20/2005,     1.8700,     1.8700,     1.8700,     1.8700,             0 
04/21/2005,     1.2800,     1.2800,     1.2800,     1.2800,             0 
04/22/2005,     1.9000,     1.9000,     1.9000,     1.9000,             0 
04/25/2005,     1.2100,     1.2100,     1.2100,     1.2100,             0 
04/26/2005,     0.9400,     0.9400,     0.9400,     0.9400,             0 
04/27/2005,     1.7900,     1.7900,     1.7900,     1.7900,             0 
04/28/2005,     1.9800,     1.9800,     1.9800,     1.9800,             0 
04/29/2005,     1.6500,     1.6500,     1.6500,     1.6500,             0 
05/02/2005,     1.7800,     1.7800,     1.7800,     1.7800,             0 
05/03/2005,     1.7100,     1.7100,     1.7100,     1.7100,             0 
05/04/2005,     1.3200,     1.3200,     1.3200,     1.3200,             0 
05/05/2005,     2.1400,     2.1400,     2.1400,     2.1400,             0 
05/06/2005,     1.6700,     1.6700,     1.6700,     1.6700,             0 
05/09/2005,     1.4000,     1.4000,     1.4000,     1.4000,             0 
05/10/2005,     1.7200,     1.7200,     1.7200,     1.7200,             0 
05/11/2005,     1.8000,     1.8000,     1.8000,     1.8000,             0 
05/12/2005,     1.8100,     1.8100,     1.8100,     1.8100,             0 
05/13/2005,     1.5800,     1.5800,     1.5800,     1.5800,             0 
05/16/2005,     1.3000,     1.3000,     1.3000,     1.3000,             0 
